Name,AccountId,IsPrivate,Description,StageName,Amount,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,CampaignId,Pricebook2Id,SyncedQuoteId,ContractId,AI_Countries_Benefited_Copy__c,AI_Account_Role__c,AI_Administrative_Unit__c,AI_and_Machine_Learning__c,Loss_Reason_Picklist__c,AI_Role__c,Augmented_Virtual_Reality__c,Biotech__c,Blockchain__c,Topics__c,Connectivity__c,Countries_Involved__c,Country_Strategy_Priority__c,Is_Minute_Complete__c,ORP_ActualSignatureDate__c,External_Collaboration_Co_Financing__c,ORP_AmountInOriginalCurrency__c,Focus_Area__c,ICT_and_Big_Data__c,ORP_CRFReporting__c,ORP_Complexity__c,AI_Area__c,Intelligent_Location_Services__c,Multisector__c,Opportunity_Iniciators__c,Opportunity_Source__c,Other_IDB_Product_Related__c,ORP_DocumentTitle__c,ORP_Innovation__c,ORP_InnovativeFinance__c,ORP_Leverage__c,ORP_Maintenance__c,Quantum_Computing__c,Referred_Institution__c,ORP_OperationFocus__c,Robotics__c,Sector_Global__c,ORP_OriginalCurrency__c,Shared__c,Subsector_Global__c,X3D_Printing__c,Eligible_Pitch__c,ORP_Pipeline_Year__c,ORP_Potential__c,AI_Sub_Area__c,AI_Technology__c,ORP_PressRelease__c,Other__c,AI5Q_pdf_related__c,Loss_Reason__c,Country_Benefited__c,Beneficiary_Type__c,IDB_Lab_Amount__c,Instrument__c,Instrument_Type__c,Is5QCreated__c,Is5Qcomplete__c,Initiative__c,ORP_Reimbursable_NonReimbursable__c,ORP_Relevance__c,ORP_SGO_NSG__c,ORP_Country_Benefited__c,ORP_Id__c,ORP_Recipient_Fund__c,Is_Public_Pitch_Complete__c,DB_Competitor__c,Minute_Completion_Date__c,PSR_AreaSubAreaJustification__c,PSR_BeneficiaryTypeJustification__c,PSR_TypeOfFunds__c,PSR_TypeOfSession__c,Pitch_ID__c,Preliminary_ESG__c,Previous_Pitch_ID__c,Additional_Tags__c,SDG__c,Errors
Apoyo para la implementación de Proyecto de Eficiencia Energética en EOAPF,,false,"Con el fin de avanzar en el cumplimiento de las metas de eficiencia energética (EE) establecidas en el Programa Nacional de Aprovechamiento Sustentable de Energía (PRONASE), y con ello contribuir a la seguridad energética, a la reducción de emisiones de gases efecto invernadero (GEI), y apoyar las acciones en materia de austeridad y reducción de gastos, el Gobierno de México (GdM) planteó implementar acciones para lograr una mayor EE en Edificios de Oficinas de la APF.

Con base en lo anterior, solicitó al Banco Interamericano de Desarrollo (Banco) estructurar una operación para llevar a cabo un proyecto de EE en EOAPF, el cual es de carácter piloto/demostrativo, a fin de poder extenderlo a nivel nacional, en edificios públicos incluyendo oficinas, escuelas y hospitales. El Proyecto se enfocará a la sustitución de sistemas de iluminación y equipos de aire acondicionado de alto consumo, por tecnologías de alta eficiencia. El principal valor agregado del apoyo técnico del Banco en esta operación consiste en contribuir al diseño de una plataforma acumulativa de acciones en grupos de EOAPF, así como en la logística operativa del mismo, que busca llevar a cabo la implementación de acciones efectivas y eficientes, de manera ágil y con los menores costos tanto de preparación y ejecución de los proyectos de EE en los EOAPF, como en los costos de transacción asociados a su desarrollo.

El objetivo general de esta CT es apoyar a la Secretaría de Energía (SENER) y a las instituciones participantes en la implementación del Proyecto de Eficiencia Energética en Edificios de Oficinas de la Administración Pública Federal (EOAPF) para identificar e implementar mejoras para la ejecución del Proyecto ME-L1267 Programa de Eficiencia Energética en la Administración Pública Federal (Proyecto). Los objetivos específicos son: (i) evaluar y en su caso incorporar acciones adicionales, en la elaboración e implementación de proyectos ejecutivos (PE) como son el cumplimiento de la Norma Oficial Mexicana NOM001-SEDE-2012 de instalaciones eléctricas; (ii) evaluar y en su caso incluir en el Proyecto la implementación de acciones para el aprovechamiento de energías renovables (ER) en los EOAPF; (iii) elaborar propuestas para la ampliación del Proyecto, a fin de incluir escuelas y hospitales, tanto a nivel federal como a nivel estatal y municipal; (iv) analizar y proponer estrategias y acciones que contribuyan al mejor desempeño y evaluación del Programa de Eficiencia energética en la Administración Pública Federal, principalmente en lo que se refiere a la comunicación y coordinación de los agentes participantes en el Proyecto; (v) analizar y plantear recomendaciones al contenido de las Disposiciones Administrativas de Carácter General en Materia de Eficiencia Energética que emite la Comisión Nacional para el Uso Eficiente de la Energía (CONUEE); y (vi) analizar y plantear recomendaciones para fortalecer el Proyecto en EOAPF.",Closed Lost,450000,,2019-09-30,Technical Cooperation,,,Omitted,,,,,MX,Administrator,,false,,,false,false,false,Energy;,false,,Medium,false,,,,,false,,,,false,,IDB,Existing Operation,ME-L1267,,,,,,false,,,false,Energy,,,Energy Efficiency and Renewable Energy In End Use,false,,,,,,,false,,,MX,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Business Intelligence para Smart Procurement,,false,,Closed Lost,180000,,2019-10-31,Project,,,Omitted,,,,,CR,,,false,,,false,false,false,Private Firms and SME Development;,false,,,false,,,,,false,,,,false,,IDB LAB,External Meeting,,,,,,,false,,,false,Private Firms and SME Development,,,,false,,,,,,,false,,Source v1.1 migration,CR,Entrepreneur;Urban/periurban,150000,,Grant - Non Reimbursable Technical Cooperation,false,false,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Non Reimbursable Technical Cooperation:Instrument_Type__c --
Reconocimiento automatizado de deterioros en pavimentos flexibles usando inteligencia artificial,,false,,Closed Lost,200000,,2019-10-31,Project,,,Omitted,,,,,CR,,,false,,,false,false,false,Transport;,false,,,false,,,,,false,,,,false,,IDB,Internal Meeting,,,,,,,false,,,false,Transport,,,,false,,,,,,,false,,Source v1.1 migration,CR,Urban/periurban,150000,,Grant - Non Reimbursable Technical Cooperation,false,false,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Non Reimbursable Technical Cooperation:Instrument_Type__c --
Preparación de insumos para reforma hacendaria,0012200000VBkdBAAT,false,Se realizaron reuniones con SHCP y en particular con Crédito Público y UPIT donde se solicitó a FMM apoyo técnico para preparar insumos de cara al diseno de una eventual reforma tributaria en 2021 o 2022,In Progress,250,,2020-02-29,Technical Cooperation,,,Pipeline,,,,,MX,Administrator,,false,,,false,false,false,Reform / Modernization of the State;,false,,High,false,,,,,false,,,,false,,IDB,Internal Meeting,,,,,,,false,,,false,Reform / Modernization of the State,,,Revenue Administration,false,,,,,,,false,,,MX,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Animation Business Development,,false,Supporting training and market access to extend export of animation services from the animation hub / co-working space set up in Tamana campus,Closed Won,1900000,,2020-08-01,Project,,,Closed,,,,,TT,,,false,,,false,false,false,Private Firms and SME Development;,false,,,false,,,,,false,,,Knowledge Economy,false,,Shared,Other,,,,,,,false,,,false,Private Firms and SME Development,,IDB;IDB Lab,,false,,,,Future of Work,,,false,06A3s00000IhuCAEAZ,,TT,Entrepreneur,950000,,Grant - Non Reimbursable Technical Cooperation,true,true,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Other:Opportunity_Source__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Other:Opportunity_Source__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Non Reimbursable Technical Cooperation:Instrument_Type__c --
IA & Transparencia Algorítmica en Programas Sociales,0012200000VBkT3AAL,false,Desarrollo de un marco de referencia y guías de transparencia algorítmica para el uso de inteligencia artificial en las plataformas que soportan los programas sociales en Chile (prioridad Alerta Niñez).,Closed Won,30000,,2020-03-31,Knowledge Product,,,Closed,,,,,CL,Administrator,Innovation in Citizen Services Division,false,,Responsible,false,false,false,Reform / Modernization of the State;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Reform / Modernization of the State,,,,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Road Map de Inversión de Impacto Social al 2030 - Fase II de los CISs,0012200000VBkT3AAL,false,Road Map de Inversión de Impacto Social al 2030 - Fase II de los CISs,In Progress,,,2020-08-31,Partnership,,,Pipeline,,,,,CL,Administrator,,false,,,false,false,false,Social Investment;,false,,,false,,,,,false,,,,false,,IDB LAB,External Meeting,,,,,,,false,,,false,Social Investment,,,,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
reinsercion laboral de privados de libertad,0012200000VBjgyAAD,false,Trabajo conjunto sobre reinsercion laboral de privados de libertad con Mir y Reads,In Progress,,,2020-12-30,Technical Cooperation,,,Pipeline,,,,,UY,Administrator,,false,,,false,false,false,Social Investment;,false,,Medium,false,,,,,false,,,,false,Education;Reform / Modernization of the State;Social Investment,,External Meeting,,,,,,,false,,,false,Social Investment,,,,false,,,,,,,false,,,UY,,,,,false,false,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Education:Multisector__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Reform / Modernization of the State:Multisector__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Social Investment:Multisector__c --
Acciones de apoyo a Ministerios de Agricultura y Obras Publicas de Chile,0012200000VBkWmAAL,false,"Chile está viviendo una de las sequías más importantes de los últimos 60 años, con un déficit de precipitaciones del 100% en la región de Atacama, 89% en Coquimbo, 75% en Valparaíso, 73% en la región Metropolitana, 65% en O´Higgins, 48% en Maule y entre 25 a 30% en Ñuble, Biobío, La Araucanía y Los Lagos. Hasta ahora, se reportan 103 comunas (municipios) afectados, la muerte de 10.000 cabezas de ganado, 1,4 millones de hectáreas sin suficiente riego, pérdidas considerables en la industria apícola por decrecimiento de la población de abejas y cuatro mil millones de pesos (unos seis millones de dólares) invertidos en pocas semanas para paliar los daños. Los embalses no alcanzan a sostener la producción para el 2020.  Pequeños agricultores y comunidades vulnerables son los más afectados hasta el momento. Se ha reportado casos de suicidios en la tercera edad que han perdido el sustento de vida debido a la sequía. Se precisa identificar e implementar acciones urgente para abordar la problematica, incluyendo analisis de seguridad hidrica, apoyo técnico en la selección, uso, e implementación de tecnologías de reúso del agua, y apoyo en la discusión del código de agua entre otros. En 2020 se ha podido conctretar un apoyo directo a traves del HydroBID hacia el Instituto Interamericano de Cooperacion para la Agricultura, asociado al Ministerio de Agricultura.",In Progress,,,2024-10-09,Training,,,Pipeline,,,,,CL,Administrator,Water and Sanitation Division,false,,Responsible,false,false,false,Water and Sanitation;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Water and Sanitation,,,Integral Management of Water Resources,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Uso de datos IMSS - Facebook,0012200000VBkl0AAD,false,"Hay interés del IMSS de trabajar con Facebook para procesar data la cual servirá para hacer mejor política pública. Facebook nos mencionó que ellos no pueden trabajar en forma directa con los gobiernos, por lo cual, tanto el IMSS Mexicano y Facebook nos pidieron apoyo.   m",Closed Lost,,,2020-10-11,Partnership,,,Omitted,,,,,MX,Administrator,Social Protection and Health Division,false,,Responsible,false,false,false,Health;,false,,Medium,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Health,,,Health System Strengthening,false,,,,,,,false,,"La oportunidad con Facebook no se pudo completar dado que se requería un acuerdo legal que permitiera a FB y el IMSS trabajar en conjunto. Dado que el Rol del Banco era solo de intermediario y no de fínanciador, no estaba en nuestras manos llevarlo a cabo.",MX,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Estrategias innovadoras para manejar enfermedades crónicas en la Atención Primaria de Salud,0012200000VBkWtAAL,false,"Con la creciente demanda de atención por la alta prevalencia de enfermedades crónicas, particularmente en la población adulta mayor, es necesario generar modelos innovadores en los Centros de Salud Familiar que permitan lograr las metas de compensación de personas con padecimientos crónicos, especialmente metabólicos y cardiovasculares. Un grupo de investigadores de la Facultad de Ciencias Médicas de la Universidad de Santiago está proponiendo algunas innovaciones en este ámbito. Muchos de los campos clínicos de la USACH están en los municipios de la zona sur de Santiago. Uno de ellos, el municipio de El Bosque tomó contacto con la Representación justamente buscando opciones de colaboración y asistencia técnica que puedan ayudarles a fortalecer sus modelos de trabajo en consultorios. Por otra parte, la División de Prevención y Control de Enfermedades (DIPRECE) del MINSAL está elaborando propuestas para un mejor abordaje de la cronicidad en la Atención Primaria. Dado que los temas de envejecimiento y enfermedades crónicas son prioritarios tanto para el Marco Sectorial de Salud del Banco, como para la Estrategia de trabajo con Chile, se puede priorizar una TC para 2020 que permita aprovechar esta oportunidad de alianza.",Closed Lost,450000,,2020-01-31,Technical Cooperation,,,Omitted,,,,,CL,Administrator,,false,,,false,false,false,Health;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Health,,,Primary Health Care,false,,,,,,,false,,El Ministerio de Desarrollo Social a través de la Fundación de las Familias expresó interés en contar con asistencia del Banco mediante una cooperación técnica no reembolsable. sin embargo no se recibió el oficio de DIPRES informando esa solicitud y por lo tanto este proyecto no ingresó al pipeline 2020 de las asignaciones del fondo social para SPH.,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Bioequivalencia y disminución del gasto en medicamentos,0012200000VBkWtAAL,false,"El Ministro Mañalich manifestó interés por contar con el apoyo del Banco en lo relacionado con las medidas que está adoptando sobre accesibilidad universal a fármacos de bajo costo. 
Para responder  sobre la marcha al trabajo que ya están llevando a cabo MINSAL e ISP, se elaboró un índice maestro con los proyectos y publicaciones de la Red CRITERIA sobre política farmacéutica en América Latina y El Caribe. Este documento fue puesto a disposición del gabinete del Ministro de Salud para su distribución al equipo que está trabajando la nueva Política Nacional de Fármacos. 

La Red CRITERIA del BID es una red de conocimiento que apoya a los países de ALC en la búsqueda de herramientas que les permitan tomar decisiones fundamentadas sobre qué financiar en salud con los recursos disponibles y cuánto pagar por ello. La Red trabaja en las áreas de priorización en salud, planes de beneficios, regulación de dispositivos médicos, evaluación de tecnologías en salud (ETS) y política farmacéutica, Por eso la recomendación fue a vincular al grupo de tarea de fármacos con los productos de conocimiento y la red de expertos globales adscritos a CRITERIA.

Además de poner a disposición del MINSAL y del ISP este mapa de ruta sobre productos de conocimiento relacionados con el tema de interés del Ministro, se le ofreció llevar a cabo un TALLER de dos días con expertos regionales en políticas farmacéuticas para analizar estándares internacionales, conocer casos de regulación y modelos considerados mejores prácticas en este campo. También se propuso una serie de webinar con los expertos CRITERIA para abordar los distintos temas que son de interés de la Política Nacional de Fármacos, facilitando el acceso a ese conocimiento y asesoría de alto nivel. El despacho del Ministro no ha respondido sobre preferencias y disponibilidad para llevar a cabo alguna de estas iniciativas.",Closed Won,,,2020-01-31,Collaboration,,,Closed,,,,,CL,Administrator,,false,,,false,false,false,Health;,false,,Low,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Health,,,Health System Strengthening,false,,,,,,,false,,Esta línea se transformó en un componente de la nueva operación multisectorial de apoyo a la equidad social y sostenibilidad fiscal.,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Esquemas de financiamiento y gestión de infraestructura hospitalaria,0012200000VBkWtAAL,false,"El Gobierno de Chile ha elaborado el Plan Nacional de Inversiones que tiene por objetivo fortalecer la Red de Salud, generando un cambio oportuno y concreto a las múltiples necesidades de la población, a través de la construcción, reposición, mantenimiento y mejoramiento de infraestructura sanitaria. El actual Plan de Inversiones del gobierno tiene un costo estimado en US$10.000 millones y la puesta en marcha de los todos los establecimientos (terminados, en construcción y estudio) debería tomar al menos una década, por lo que su materialización comprenderá diversas administraciones. 
Para enfrentar exitosamente este ambicioso plan de inversiones, es necesario encontrar estrategias y generar condiciones que permitan contar con una política de Estado en esta materia, que asegure la continuidad de estos esfuerzos. Es necesario que el Ministerio de Salud cuente con un Plan Maestro de Inversión con enfoque de red, cuente con criterios de planificación y diseño de establecimientos y unidades de salud que reduzcan la variabilidad de los proyectos, un esquema de gobernanza bien definido, y una política de mantenimiento sostenible. Hasta ahora SCL/SPH ha estado asesorando al MINSAL en estos temas a través de la ATN/OC-16372-CH (Management Model for the Construction, Maintenance and Renovation of the Health Infrastructure in Chile) pero las necesidades de asesoría son mayores. Por eso se prevé que un FFS puede ayudar a la canalización de estos apoyos. En este contexto una agenda de trabajo con el MINSAL podría incluir los siguientes tópicos: preparación de plan(es) maestros de inversión con enfoque de red que incluya criterios de priorización de inversiones y de selección de mecanismos de inversiones (APP o Tradicional); criterios de diseño hospitalario; esquemas de gobernanza de los contratos de construcción; operación y mantenimiento de activos; y, mejora de la eficiencia operacional del sistema de salud. No hay a la fecha una solicitud explícita por un FFS de parte del MINSAL, pero se ha iniciado un diálogo exploratorio con la División de Inversiones para analizar la viabilidad de este instrumento para canalizar la provisión del apoyo.",Closed Lost,,,2019-12-15,Fee for Service,,,Omitted,,,,,CL,Administrator,,false,,,false,false,false,Health;,false,,Medium,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Health,,,Health Financing,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
