Roles,IsActive,StartDate,EndDate,Position__c,Rol__c,Errors
,true,,,Gerente de Ventas,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Socia de Auditoria,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Socio de auditoria,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Representante,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Ejecutivo,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe de Alianzas Estratégicas,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidente Junta Directiva,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Ejecutivo,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asesora de la Dirección Ejecutiva,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Ejecutivo,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora de capacitación y consultoría,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora Ejecutiva,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Ejecutivo,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Fundadora,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora Ejecutiva,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidente Junta Directiva,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director de Operaciones - COO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Founder,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidente,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidente,President / Prime Minister,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidente,President / Prime Minister,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Secretario,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Project Administrator,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Subsecretario de Políticas para el Desarrollo con Equidad Regional,Minister / Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora General de Programas y Proyectos Sectoriales y Especiales -  DiGePPSE y Especialista Financiera,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Nacional,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente de Auditoría,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Enlace,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de Seguimiento y Monitoreo de Proyectos con Financiamiento Multilateral,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de Proyectos con Financiamiento Multilateral,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Acting Partner,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora General de Programas y Proyectos Especiales y Sectoriales,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidente,President / Prime Minister,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora de la Unidad de Evaluación y Aseguramiento de la Calidad,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefa de Relaciones Inernacionales,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Secretario,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Secretario,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Subsecretario,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Subsecretaria,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora General de Financiamiento,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente promoción APP,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director General,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Operativo de Proyectos con Financiamiento Estructurado,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora Ejecutiva,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director,Decision Maker,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Decision Maker:Rol__c --
,true,,,Gerente,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Oficial de Programas,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordonateur Adjoint,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Spécialiste Financier,Financial representative,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Comptable,Financial representative,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Spécialiste Senior en passation des marchés,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Spécialiste junior en passation des marchés,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Responsable Adquisiciones,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Spécialiste en passation de marché,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordonnateur Général,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Spécialiste Suivi Evaluation,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directeur Financier,Financial representative,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Spécialiste Socio-Environemental,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director del Departamento de Estudios Económicos,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Analista Sr. del Departamento de Estudios Económicos,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista Financiero,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Docente de Economía,Mentor / coach,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Rector,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Secretaria General de la Facultad de Jurisprudencia y Ciencias Sociales,Mentor / coach,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Legal representative,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora Ejecutiva,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora Ejecutiva,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidente,President / Prime Minister,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Chief Product Development Officer,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director de Proyectos con Financiamiento Externo,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asesor técnico - Programa GIRSU,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asesor,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora GIRSU,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Chief Executive Officer,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Analista / Monitoreo,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordonnateur de la Cellule de supervision,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Spécialiste passation de marché Senior,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Spécialiste passation de marché junior,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordonnatrice Rural,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordonnatrice de la Cellule Environnementale et Sociale,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Superviseur Senior,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Superviseur Junior,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Superviseur Junior,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Superviseur Junior,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Mobilisateur Social,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Mobilisateur Social,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Relaciones Públicas,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinadora Adjunta,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Financial Specialist,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Specialiste en Suivi et Evaluation,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordonnateur SPISH,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
