PSR_Milestone_ID__c,Name,PSR_Description__c,PSR_Due_Day__c,PSR_Means_of_verification__c,PSR_Milestone_Code__c,PSR_Responsible__c,PSR_Type__c,PSR_Value__c,Due_Day_Help_On_New__c,Errors
HA-M1035ML13,Cumulative number of youth who took and passed a certification exam administered,Cumulative number of youth who took and passed a certification exam administered by the INFP,1302,List of youth provided by the INFP.,,Project Coordinator,Active,7000,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1035ML14,"Cumulative number of youth (equivalent to 60% program graduates) placed in jobs,","Cumulative number of youth (equivalent to 60% program graduates) placed in jobs, internships, apprenticeships, self-employment, or continuing education or technical training.",1302,Monitoring report validated by external consultant.,,Project Coordinator,Active,3000,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1035ML2,Number of Ecole atelier (Training Centers) constructed and operational,Number of Ecole atelier (Training Centers) constructed and operational,913,Construction plans and sites visit report,,Project Coordinator,Active,12,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1035ML3,INFP recognized revised training curriculum in the construction field is availab,INFP recognized revised training curriculum in the construction field is available to students and graduates.,372,INFP recognized revised training curriculum in the construction field is available to students and graduates.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1035ML4,Market assessment of current or anticipated emerging growth sectors in Haiti whe,Market assessment of current or anticipated emerging growth sectors in Haiti where youth may find employment or self employment,274,Market assessment report validated by YBI and IDEJEN boards.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1035ML5,Number of technical monitor construction trained in the YHRA methodology,Number of technical monitor construction trained in the YHRA methodology,1240,List of monitors trained and training report,,Project Coordinator,Active,40,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1035ML6,Cumulative number of graduated advisors trained to accompany youth to carry out,Cumulative number of graduated advisors trained to accompany youth to carry out ILP and find economic opportunities and/or further their education (formal or vocational),558,List of persons trained and training report,,Project Coordinator,Active,40,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1035ML7,"Training manual, to guide the adaptation and implementation of Youth Build in th","Training manual, to guide the adaptation and implementation of Youth Build in the Haitian context,  adapted and enhanced",3285,Training manual,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1035ML8,"Cumulative number of strategic partners in the private sector, government and NG","Cumulative number of strategic partners in the private sector, government and NGO sectors, aimed to facilitate the viable placement of young people in sustainable livelihoods.",1302,MOU signed with strategic partners.,,Project Coordinator,Active,12,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1035ML9,Cumulative number of youth who completed actionable Individual Livelihood Plans,Cumulative number of youth who completed actionable Individual Livelihood Plans  which fulfills graduation requirement,1488,Actionable Individual Livelihood Plans,,Project Coordinator,Active,6000,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1037ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1038ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1038ML2,Pricing strategy and preliminary version (almost finished) of business model,Pricing strategy and preliminary version (almost finished) of business model,183,Pricing strategy,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1038ML3,"Detailed business model finished and system to Document sales purchasing, distri","Detailed business model finished and system to Document sales purchasing, distribution, sales and warranty in place",183,Business model and system,,Project Coordinator,Active,2,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1038ML4,Adaptation of FoodExpress IT systems and Strategy and guidelines of staff traini,Adaptation of FoodExpress IT systems and Strategy and guidelines of staff training prepared,274,"Training curricula, list of participants",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1038ML5,Monitoring tools are defined and developed: Software and hardware are configured,Monitoring tools are defined and developed: Software and hardware are configured,335,Samples of monitoring tools,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1038ML6,Design and implementation of campaign in Diaspora completed and Promotion of the,Design and implementation of campaign in Diaspora completed and Promotion of the model in Haiti performed,365,"Guidelines of campaign, signed contract, promotional material",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1038ML7,Creation of Media Kit completed,Creation of Media Kit completed,487,"Contract signed, media kit samples.",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1045ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML10,Purchase orders by new buyers received,Purchase orders by new buyers received,730,Copy of purchase orders documentation,,Project Coordinator,Active,20,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML11,New clients for ABN members,New clients for ABN members,1095,Documentation of the purchase orders,,Project Coordinator,Active,20,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML12,70% of ABNs cost recovery,70% of ABNs cost recovery,1095,ABN accounting data & audit reports,,Project Coordinator,Active,70,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML13,Training workshops  on new finishes and production techniques organized,Training workshops  on new finishes and production techniques organized,1095,Training attendance records (name and contact details) & ABN accounting records,,Project Coordinator,Active,24,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML14,New clients for ABN members,New clients for ABN members,1460,Documentation of the purchase orders,,Project Coordinator,Active,40,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML15,Artisans with improved work spaces and working conditions,Artisans with improved work spaces and working conditions,1460,ABN accounting data & audit reports; Mid-term and fianl evalaution reports.,,Project Coordinator,Active,500,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML16,Purchase orders by new buyers received,Purchase orders by new buyers received,1460,Copy of purchase orders documentation,,Project Coordinator,Active,40,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML2,"Training in business management, health and safety (including small equipment) a","Training in business management, health and safety (including small equipment) and export management adapted",180,"Training material  in business management, health and safety in the workplace and export management for artisans  and small businesses; Visual documentation of the trainings.",,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML3,Design board created,Design board created,180,Board constitution document,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML4,ABN Website running,ABN Website running,180,Online marketing materials,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML5,Training (roundtables) on market trends for product development organized,Training (roundtables) on market trends for product development organized,365,Visual documentation of the trainings  List of participants (names and contact information,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML6,Training workshops on new finishes and production techniques organized,Training workshops on new finishes and production techniques organized,365,List of participants (names and contact details),,Project Coordinator,Active,6,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML7,ABN Show room reopened,ABN Show room reopened,365,Visual documentation of completed showroom,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML8,Artisans trained in sourcing inputs (purchasing and inventory management techniq,"Artisans trained in sourcing inputs (purchasing and inventory management techniques, import requirements and market research on how to identify viable input suppliers, negotiation skills).",730,Training participation list (names and contact details)  Visual documentation of the trainings,,Project Coordinator,Active,40,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1046ML9,New product lines are developed and ready to sell,New product lines are developed and ready to sell,730,Product catalogues and other visual documentation,,Project Coordinator,Active,16,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1048ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1048ML2,"Presentation of gender disaggregaged, geographic location, age baseline data","Presentation of gender disaggregaged, geographic location, age baseline data",183,DASH web based data base,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1048ML3,at least 50% of pregnant women are receiving pre-natal care,at least 50% of pregnant women are receiving pre-natal care,365,DASH M&E system and technical visits,,Project Coordinator,Active,50,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1048ML4,70 % of children under 5 in program have age appropriate vaccines/ financial sus,70 % of children under 5 in program have age appropriate vaccines/ financial sustainability plan submitted to MIF supervisor,548,DASH M&E system. Submission and approval of sustainability plan,,Project Coordinator,Active,70,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1048ML5,75 micro health entreprenuers trained,75 micro health entreprenuers trained,731,Progress Report and list provided of trainees,,Project Coordinator,Active,75,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1048ML6,"50,000 clients provided with new access to health services/ health protocols upd","50,000 clients provided with new access to health services/ health protocols updated",913,Evidence of client registry /copy of  health protocols,,Project Coordinator,Active,50000,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1048ML7,Case study and fact sheets distributed to 25 organizations on DASH lessons learn,Case study and fact sheets distributed to 25 organizations on DASH lessons learned and business model,1096,Lessons learned document accepted by the MIF design team leader and distribtion list,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1048ML8,75000 clients enrolled in Carte Sante,75000 clients enrolled in Carte Sante,1096,Enrollment list provided to MIF supervisor,,Project Coordinator,Active,75000,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1048ML9,100 health micro entrepreneurs selling cards,100 health micro entrepreneurs selling cards,1096,Records of carte avantgage cards sold,,Project Coordinator,Active,100,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1054ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1055ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1057ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
HA-M1058ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
